loan_id,customer_id,loan_purpose,requested_amount,approved_amount,loan_tenure_months,interest_rate,emi,emi_to_income_ratio,application_date,risk_score,underwriting_score,default_probability,risk_category,approved,rejection_reason,loan_to_income_ratio,loan_status,defaulted
LN490673,C01611,Home Renovation,725777,625402,48,11.24,16236.83,0.32,2024-08-29,30,70,0.2,Medium,1,N/A,1.03,Closed,0
LN131061,C01612,Vehicle,983724,961851,48,8.07,23513.21,0.27,2025-10-20,50,50,0.32,High,1,N/A,0.91,Active,0
LN955124,C01613,Vehicle,367170,362596,36,11.02,11874.36,0.26,2025-11-22,18,82,0.128,Low,1,N/A,0.66,Active,0
LN722644,C01614,Personal,95523,89760,12,18.2,8237.74,0.41,2025-08-31,80,20,0.5,High,1,N/A,0.37,Defaulted,1
LN586686,C01615,Personal,5710647,4120614,36,22.4,158222.08,1.1,2025-11-16,43,57,0.278,Medium,0,Insufficient Repayment Capacity,2.38,Rejected,0
LN776785,C01616,Personal,1032723,904097,24,18.36,45293.65,0.32,2026-03-01,8,92,0.068,Low,1,N/A,0.54,Active,0
LN758274,C01617,Business,501071,424551,60,14.78,10051.08,0.22,2024-08-26,47,53,0.302,Medium,1,N/A,0.78,Active,0
LN907175,C01618,Medical,51491,41765,36,13.03,1407.83,0.08,2025-05-11,51,49,0.326,High,1,N/A,0.21,Active,0
LN872978,C01619,Home Renovation,562129,516698,48,11.3,13429.73,0.22,2025-05-10,33,67,0.218,Medium,1,N/A,0.71,Active,0
LN457471,C01620,Personal,4962336,4874789,36,14.05,166727.14,1.25,2026-01-12,45,55,0.29,Medium,0,Insufficient Repayment Capacity,3.06,Rejected,0
LN158642,C01621,Home Renovation,1006091,766373,60,11.28,16770.02,0.14,2025-07-22,40,60,0.26,Medium,1,N/A,0.52,Closed,0
LN917144,C01622,Personal,2309940,2001730,12,21.32,186696.2,2.32,2024-12-06,71,29,0.446,High,0,Insufficient Repayment Capacity,2.08,Rejected,0
LN820314,C01623,Vehicle,2849095,2729278,36,11.14,89534.12,0.67,2024-06-25,45,55,0.29,Medium,1,N/A,1.69,Defaulted,1
LN745627,C01624,Vehicle,3823796,3240736,48,8.57,79985.79,0.58,2024-11-12,65,35,0.41,High,0,Insufficient Repayment Capacity,1.96,Rejected,0
LN415924,C01625,Business,977969,699829,36,11.78,23170.87,0.35,2026-01-16,65,35,0.41,High,1,N/A,0.87,Defaulted,1
LN388728,C01626,Personal,3122452,2348515,12,14.01,210877.44,2.13,2025-11-24,35,65,0.23,Medium,0,Insufficient Repayment Capacity,1.97,Rejected,0
LN872705,C01627,Medical,2236155,1935751,36,11.71,64026.84,0.76,2025-09-04,20,80,0.14,Low,0,Insufficient Repayment Capacity,1.91,Rejected,0
LN865685,C01628,Vehicle,1729190,1454520,36,9.94,46892.31,0.42,2025-05-24,33,67,0.218,Medium,1,N/A,1.09,Active,0
LN575066,C01629,Medical,486163,431224,12,15.61,39045.78,0.38,2024-08-04,5,95,0.05,Low,1,N/A,0.35,Active,0
LN174859,C01630,Vehicle,1402214,1128886,36,7.65,35193.2,0.29,2024-11-17,0,100,0.02,Low,1,N/A,0.78,Active,0
LN808981,C01631,Personal,2280942,1985661,24,13.45,94822.19,0.67,2026-04-28,55,45,0.35,High,0,Insufficient Repayment Capacity,1.18,Rejected,0
LN246662,C01632,Personal,1511145,1254791,24,14.48,60531.06,0.83,2026-05-20,38,62,0.248,Medium,0,Insufficient Repayment Capacity,1.43,Rejected,0
LN312284,C01633,Business,300000,259368,60,15.92,6296.31,0.64,2024-08-25,100,0,0.62,High,0,High Risk,2.2,Rejected,0
LN528172,C01634,Business,515714,452669,48,13.55,12267.91,0.26,2025-05-15,25,75,0.17,Medium,1,N/A,0.78,Closed,0
LN294962,C01635,Vehicle,2407272,2206520,24,8.15,99945.94,0.94,2026-04-28,60,40,0.38,High,0,Insufficient Repayment Capacity,1.72,Rejected,0
LN957217,C01636,Home Renovation,105317,74221,48,10.58,1903.18,0.03,2024-08-11,30,70,0.2,Medium,1,N/A,0.09,Active,0
LN633194,C01637,Personal,1402704,1253005,36,10.68,40832.16,0.35,2026-04-14,30,70,0.2,Medium,1,N/A,0.89,Active,0
LN346104,C01638,Medical,4744797,4271635,24,11.34,199766.64,1.69,2025-11-26,60,40,0.38,High,0,Insufficient Repayment Capacity,3.02,Rejected,0
LN881356,C01639,Personal,1953276,1930477,24,18.38,96732.15,0.74,2025-12-09,45,55,0.29,Medium,0,Insufficient Repayment Capacity,1.22,Rejected,0
LN924589,C01640,Personal,554670,510735,24,14.71,24693.52,0.53,2024-07-15,50,50,0.32,High,0,Insufficient Repayment Capacity,0.92,Rejected,0
LN299652,C01641,Personal,284447,226705,12,17.92,20775.68,0.52,2024-07-16,50,50,0.32,High,0,Insufficient Repayment Capacity,0.47,Rejected,0
LN969899,C01642,Vehicle,1315706,1095141,36,9.14,34896.59,0.96,2024-10-06,51,49,0.326,High,0,Insufficient Repayment Capacity,2.52,Rejected,0
LN647961,C01643,Vehicle,2447046,1767177,60,9.23,36881.27,0.31,2024-06-28,47,53,0.302,Medium,1,N/A,1.25,Active,0
LN586924,C01644,Education,251476,235952,48,11.4,6144.24,0.27,2026-05-29,80,20,0.5,High,1,N/A,0.86,Active,0
LN387924,C01645,Business,5889430,5489651,48,10.27,139944.63,0.57,2025-06-17,35,65,0.23,Medium,0,Insufficient Repayment Capacity,1.85,Rejected,0
LN360222,C01646,Personal,1501551,1137703,36,16.0,39998.26,0.53,2024-06-07,37,63,0.242,Medium,1,N/A,1.26,Closed,0
LN409033,C01647,Vehicle,2975331,2935807,36,8.75,93016.66,0.89,2025-03-25,51,49,0.326,High,0,Insufficient Repayment Capacity,2.34,Rejected,0
LN818732,C01648,Medical,862994,821563,36,12.14,27342.62,0.42,2024-11-11,18,82,0.128,Low,1,N/A,1.06,Closed,0
LN480737,C01649,Business,411492,305584,60,14.29,7156.43,0.23,2026-06-03,25,75,0.17,Medium,1,N/A,0.83,Closed,0
LN817963,C01650,Vehicle,1222100,1130391,24,10.12,52224.44,0.66,2025-07-18,40,60,0.26,Medium,0,Insufficient Repayment Capacity,1.19,Rejected,0
LN153579,C01651,Personal,1176234,887716,24,12.69,42074.49,0.44,2025-01-31,65,35,0.41,High,0,Insufficient Repayment Capacity,0.77,Rejected,0
LN929037,C01652,Home Renovation,5656143,4157258,60,8.57,85432.84,0.54,2024-08-11,58,42,0.368,High,0,Insufficient Repayment Capacity,2.19,Rejected,0
LN527077,C01653,Personal,405536,379458,24,22.72,19820.76,0.98,2024-09-29,93,7,0.578,High,0,High Risk,1.57,Rejected,0
LN159878,C01654,Medical,3401116,2864007,24,15.01,138879.71,1.09,2026-03-17,55,45,0.35,High,0,Insufficient Repayment Capacity,1.87,Rejected,0
LN919077,C01655,Home Renovation,585155,431685,60,8.58,8873.33,0.14,2025-07-31,20,80,0.14,Low,1,N/A,0.57,Closed,0
LN694112,C01656,Medical,2849469,2822859,12,11.62,250306.07,1.14,2024-11-13,55,45,0.35,High,0,Insufficient Repayment Capacity,1.08,Rejected,0
LN255233,C01657,Medical,451635,439335,36,15.53,15343.97,0.2,2025-06-24,30,70,0.2,Medium,1,N/A,0.48,Defaulted,1
LN645366,C01658,Home Renovation,531258,469902,60,10.24,10039.61,0.07,2026-03-07,18,82,0.128,Low,1,N/A,0.28,Active,0
LN313978,C01659,Medical,907528,900806,24,19.71,45719.73,1.63,2025-11-01,59,41,0.374,High,0,Insufficient Repayment Capacity,2.68,Rejected,0
LN762693,C01660,Business,3785382,2976010,36,10.67,96966.33,0.84,2025-06-13,63,37,0.398,High,0,Insufficient Repayment Capacity,2.15,Rejected,0
LN411369,C01661,Personal,109285,77469,12,19.88,7171.85,0.52,2026-02-02,98,2,0.608,High,0,High Risk,0.47,Rejected,0
LN564389,C01662,Home Renovation,1226148,1101997,48,7.13,26455.21,0.2,2026-01-25,3,97,0.038,Low,1,N/A,0.69,Active,0
LN529445,C01663,Home Renovation,474824,388271,60,8.04,7880.17,0.18,2025-06-26,10,90,0.08,Low,1,N/A,0.72,Defaulted,1
LN625536,C01664,Education,371991,304323,48,11.75,7976.69,0.36,2025-12-13,35,65,0.23,Medium,1,N/A,1.15,Closed,0
LN768673,C01665,Home Renovation,2582177,1827271,60,9.11,38028.77,0.26,2026-05-15,47,53,0.302,Medium,1,N/A,1.02,Closed,0
LN711953,C01666,Business,1291264,1217792,60,13.45,27989.85,0.41,2026-01-08,22,78,0.152,Low,1,N/A,1.48,Active,0
LN403118,C01667,Business,761372,621189,48,14.31,17071.66,0.54,2024-07-07,27,73,0.182,Medium,1,N/A,1.64,Closed,0
LN658988,C01668,Vehicle,1801438,1732634,60,8.48,35530.94,0.4,2025-02-02,60,40,0.38,High,1,N/A,1.62,Defaulted,1
LN694161,C01669,Education,254241,239635,48,13.63,6503.99,0.23,2025-02-02,80,20,0.5,High,1,N/A,0.7,Closed,0
LN776065,C01670,Business,539742,453457,36,13.24,15331.23,0.25,2026-04-03,33,67,0.218,Medium,1,N/A,0.62,Active,0
LN973263,C01671,Personal,220697,183568,36,16.17,6469.12,0.32,2025-09-17,95,5,0.59,High,0,High Risk,0.76,Rejected,0
LN578159,C01672,Home Renovation,663613,636619,60,11.81,14100.19,0.1,2025-05-08,30,70,0.2,Medium,1,N/A,0.37,Closed,0
LN921246,C01673,Home Renovation,1055692,759987,60,8.94,15753.96,0.29,2025-02-19,13,87,0.098,Low,1,N/A,1.17,Active,0
LN676212,C01674,Business,853328,629645,36,12.79,21151.6,0.77,2024-07-19,38,62,0.248,Medium,0,Insufficient Repayment Capacity,1.91,Rejected,0
LN390704,C01675,Vehicle,247094,214692,24,9.86,9893.08,0.29,2024-11-12,57,43,0.362,High,1,N/A,0.52,Closed,0
LN496093,C01676,Medical,2050603,1494414,12,12.2,132916.73,1.65,2024-12-01,50,50,0.32,High,0,Insufficient Repayment Capacity,1.54,Rejected,0
LN594613,C01677,Home Renovation,237785,173916,48,8.08,4252.33,0.04,2026-01-21,23,77,0.158,Low,1,N/A,0.14,Closed,0
LN387767,C01678,Medical,2647930,1965320,12,12.88,175426.4,1.08,2024-10-14,55,45,0.35,High,0,Insufficient Repayment Capacity,1.01,Rejected,0
LN396720,C01679,Personal,3789324,3153861,12,23.48,297434.72,2.64,2025-06-24,56,44,0.356,High,0,Insufficient Repayment Capacity,2.34,Rejected,0
LN164251,C01680,Vehicle,200000,193681,36,10.84,6326.2,0.5,2024-08-15,100,0,0.62,High,0,High Risk,1.28,Rejected,0
LN264981,C01681,Vehicle,2768161,2754690,48,10.92,71089.43,0.83,2025-03-20,59,41,0.374,High,0,Insufficient Repayment Capacity,2.69,Rejected,0
LN849605,C01682,Vehicle,519396,376692,48,8.23,9236.88,0.07,2025-03-20,25,75,0.17,Medium,1,N/A,0.24,Closed,0
LN669751,C01683,Business,1871211,1849000,36,15.95,64959.72,0.54,2024-11-01,17,83,0.122,Low,1,N/A,1.28,Closed,0
LN478147,C01684,Home Renovation,63491,63101,48,9.56,1587.1,0.02,2024-08-21,35,65,0.23,Medium,1,N/A,0.08,Active,0
LN328989,C01685,Personal,210481,155045,12,13.27,13867.84,0.19,2025-12-04,30,70,0.2,Medium,1,N/A,0.18,Active,0
LN593361,C01686,Medical,1670371,1499507,12,15.16,135456.21,1.42,2024-06-19,30,70,0.2,Medium,0,Insufficient Repayment Capacity,1.31,Rejected,0
LN359037,C01687,Personal,1046516,749404,12,19.83,69359.71,1.72,2025-10-27,58,42,0.368,High,0,Insufficient Repayment Capacity,1.54,Rejected,0
LN525837,C01688,Vehicle,1234728,899988,36,9.2,28703.22,0.45,2025-03-16,48,52,0.308,Medium,0,Insufficient Repayment Capacity,1.17,Rejected,0
LN298514,C01689,Vehicle,825807,803362,36,9.29,25655.26,0.38,2024-11-22,22,78,0.152,Low,1,N/A,1.0,Active,0
LN722650,C01690,Personal,1151927,959299,36,17.33,34359.38,0.82,2024-09-12,38,62,0.248,Medium,0,Insufficient Repayment Capacity,1.91,Rejected,0
LN112783,C01691,Business,1524847,1158627,36,13.88,39531.63,0.58,2026-02-28,42,58,0.272,Medium,1,N/A,1.43,Closed,0
LN747913,C01692,Home Renovation,1235207,1222051,60,9.29,25540.11,0.31,2024-12-11,52,48,0.332,High,1,N/A,1.23,Defaulted,1
LN961276,C01693,Business,7023839,6212874,60,14.54,146307.92,0.76,2024-08-25,63,37,0.398,High,0,Insufficient Repayment Capacity,2.69,Rejected,0
LN879322,C01694,Vehicle,200000,190029,36,12.27,6336.22,3.5,2025-06-02,100,0,0.62,High,0,High Risk,8.74,Rejected,0
LN164781,C01695,Business,6624698,6603696,36,15.68,231124.43,0.94,2024-08-15,48,52,0.308,Medium,0,Insufficient Repayment Capacity,2.23,Rejected,0
LN745372,C01696,Education,506461,499129,60,9.05,10373.21,0.35,2025-10-16,70,30,0.44,High,1,N/A,1.39,Closed,0
LN494105,C01697,Home Renovation,6270946,5783655,48,8.9,143652.03,1.23,2026-04-13,55,45,0.35,High,0,Insufficient Repayment Capacity,4.11,Rejected,0
LN429025,C01698,Personal,8452373,8222975,36,20.93,309505.68,1.39,2026-02-18,85,15,0.53,High,0,High Risk,3.07,Rejected,0
LN970289,C01699,Personal,1469469,1319039,12,22.01,123460.99,2.28,2025-05-25,58,42,0.368,High,0,Insufficient Repayment Capacity,2.03,Rejected,0
LN557708,C01700,Business,587693,521395,36,13.01,17570.37,0.23,2025-07-07,13,87,0.098,Low,1,N/A,0.56,Active,0
LN904903,C01701,Home Renovation,1518992,1322269,48,11.49,34490.23,0.26,2026-02-17,18,82,0.128,Low,1,N/A,0.83,Active,0
LN576138,C01702,Personal,465686,391866,36,16.76,13924.33,0.56,2025-03-28,56,44,0.356,High,0,Insufficient Repayment Capacity,1.3,Rejected,0
LN645996,C01703,Vehicle,2146862,1590694,24,11.13,74234.85,1.47,2025-10-31,51,49,0.326,High,0,Insufficient Repayment Capacity,2.63,Rejected,0
LN408734,C01704,Personal,636138,615271,36,22.12,23535.69,0.79,2024-12-22,73,27,0.458,High,0,Insufficient Repayment Capacity,1.71,Rejected,0
LN819720,C01705,Personal,50000,47906,36,19.77,1774.75,0.2,2025-05-27,100,0,0.62,High,0,High Risk,0.46,Rejected,0
LN353009,C01706,Personal,5009830,3542515,12,15.41,320427.19,2.29,2025-04-20,38,62,0.248,Medium,0,Insufficient Repayment Capacity,2.11,Rejected,0
LN570285,C01707,Home Renovation,50000,37754,48,11.17,978.89,0.15,2024-11-27,100,0,0.62,High,0,High Risk,0.48,Rejected,0
LN833310,C01708,Education,221567,204060,60,10.98,4434.72,0.24,2024-11-13,63,37,0.398,High,1,N/A,0.91,Defaulted,1
LN454020,C01709,Vehicle,1790179,1666545,36,8.39,52523.82,0.42,2025-05-21,20,80,0.14,Low,1,N/A,1.12,Closed,0
LN298521,C01710,Home Renovation,114873,95469,48,9.96,2419.51,0.03,2024-10-02,38,62,0.248,Medium,1,N/A,0.11,Closed,0
LN532745,C01711,Vehicle,788776,621476,24,9.19,28446.18,0.84,2026-03-17,50,50,0.32,High,0,Insufficient Repayment Capacity,1.53,Rejected,0
LN168034,C01712,Personal,2105854,1718242,36,23.22,66709.85,0.86,2026-04-20,43,57,0.278,Medium,0,Insufficient Repayment Capacity,1.85,Rejected,0
LN658644,C01713,Vehicle,5013417,3698269,48,9.19,92365.59,0.71,2025-04-18,58,42,0.368,High,0,Insufficient Repayment Capacity,2.36,Rejected,0
LN167243,C01714,Personal,153283,128103,24,20.67,6561.91,0.15,2025-03-21,18,82,0.128,Low,1,N/A,0.25,Active,0
LN903108,C01715,Vehicle,795665,600717,60,10.93,13040.08,0.31,2024-10-08,42,58,0.272,Medium,1,N/A,1.18,Active,0
LN893153,C01716,Home Renovation,1424268,1243523,48,9.18,31051.52,0.36,2025-12-27,50,50,0.32,High,1,N/A,1.2,Closed,0
LN349336,C01717,Education,204506,153572,48,12.3,4066.8,0.22,2025-02-28,90,10,0.56,High,0,High Risk,0.71,Rejected,0
LN406800,C01718,Home Renovation,2640955,2634245,60,10.98,57248.6,0.42,2024-07-29,30,70,0.2,Medium,1,N/A,1.63,Active,0
LN640231,C01719,Personal,4891920,4674190,12,15.84,423739.44,3.42,2026-01-02,58,42,0.368,High,0,Insufficient Repayment Capacity,3.15,Rejected,0
LN406936,C01720,Home Renovation,1503319,1204996,60,10.16,25697.57,0.28,2025-07-02,10,90,0.08,Low,1,N/A,1.09,Closed,0
LN680903,C01721,Business,307412,221553,36,14.01,7573.23,0.17,2026-02-16,35,65,0.23,Medium,1,N/A,0.41,Defaulted,1
LN296849,C01722,Personal,58746,54669,12,22.56,5131.46,0.56,2025-10-18,100,0,0.62,High,0,High Risk,0.5,Rejected,0
LN166208,C01723,Home Renovation,3238562,3181285,48,10.78,81882.5,0.61,2025-12-19,42,58,0.272,Medium,1,N/A,1.97,Defaulted,1
LN169200,C01724,Vehicle,2119497,1872427,48,8.92,46524.33,0.53,2025-03-11,50,50,0.32,High,0,Insufficient Repayment Capacity,1.79,Rejected,0
LN197951,C01725,Business,2820822,2600198,36,14.12,89020.23,0.69,2025-09-15,48,52,0.308,Medium,0,Insufficient Repayment Capacity,1.68,Rejected,0
LN400960,C01726,Vehicle,200000,171721,48,10.01,4356.11,0.3,2025-11-29,93,7,0.578,High,0,High Risk,1.0,Rejected,0
LN727059,C01727,Medical,4754607,3328608,36,14.38,114379.23,0.92,2025-04-28,33,67,0.218,Medium,0,Insufficient Repayment Capacity,2.24,Rejected,0
LN832068,C01728,Home Renovation,8344609,7627838,48,11.92,200570.75,0.93,2025-09-28,46,54,0.296,Medium,0,Insufficient Repayment Capacity,2.94,Rejected,0
LN854518,C01729,Medical,999925,908543,36,11.51,29964.44,1.03,2025-08-17,71,29,0.446,High,0,Insufficient Repayment Capacity,2.61,Rejected,0
LN824114,C01730,Personal,3721890,3257795,12,19.1,300382.74,2.99,2025-12-13,48,52,0.308,Medium,0,Insufficient Repayment Capacity,2.7,Rejected,0
LN296843,C01731,Business,930361,810898,36,12.64,27181.96,0.43,2026-05-05,50,50,0.32,High,1,N/A,1.08,Defaulted,1
LN392913,C01732,Home Renovation,153815,146841,48,9.41,3682.8,0.03,2026-03-02,30,70,0.2,Medium,1,N/A,0.1,Active,0
LN559292,C01733,Home Renovation,1775203,1641896,48,11.45,42795.36,0.5,2025-01-06,63,37,0.398,High,0,Insufficient Repayment Capacity,1.61,Rejected,0
LN524481,C01734,Medical,5676484,4409299,12,15.55,399121.13,1.64,2026-05-23,55,45,0.35,High,0,Insufficient Repayment Capacity,1.51,Rejected,0
LN319169,C01735,Education,103862,76439,48,10.33,1950.83,0.13,2024-06-25,63,37,0.398,High,1,N/A,0.44,Active,0
LN927493,C01736,Medical,386665,362683,36,19.73,13428.76,0.1,2026-02-09,35,65,0.23,Medium,1,N/A,0.22,Active,0
LN351183,C01737,Business,300000,225937,36,14.19,7742.86,2.6,2026-03-14,100,0,0.62,High,0,High Risk,6.31,Rejected,0
LN268686,C01738,Business,1637772,1224793,36,11.18,40202.64,0.38,2025-04-22,47,53,0.302,Medium,1,N/A,0.98,Defaulted,1
LN711565,C01739,Personal,50000,37306,12,21.46,3481.94,0.41,2024-09-05,100,0,0.62,High,0,High Risk,0.37,Rejected,0
LN304413,C01740,Personal,1025744,967515,24,16.49,47599.38,0.59,2024-06-19,30,70,0.2,Medium,1,N/A,1.01,Closed,0
LN275176,C01741,Medical,3395434,2427245,24,19.03,122389.45,1.09,2025-09-03,43,57,0.278,Medium,0,Insufficient Repayment Capacity,1.8,Rejected,0
LN816611,C01742,Vehicle,4887303,3620562,60,9.13,75385.55,0.61,2026-05-03,63,37,0.398,High,0,Insufficient Repayment Capacity,2.44,Rejected,0
LN810606,C01743,Education,211375,183780,60,12.95,4176.86,0.28,2025-08-10,68,32,0.428,High,1,N/A,1.03,Defaulted,1
LN839634,C01744,Medical,449135,445736,12,11.09,39413.6,1.66,2025-03-03,90,10,0.56,High,0,High Risk,1.57,Rejected,0
LN709948,C01745,Education,162271,152667,48,8.32,3750.02,0.18,2024-08-13,65,35,0.41,High,1,N/A,0.62,Defaulted,1
LN708940,C01746,Medical,364255,333835,12,13.22,29851.7,1.31,2024-09-24,93,7,0.578,High,0,High Risk,1.22,Rejected,0
LN926198,C01747,Personal,2518057,1785952,12,19.46,164979.56,1.21,2025-08-05,40,60,0.26,Medium,0,Insufficient Repayment Capacity,1.09,Rejected,0
LN812939,C01748,Medical,1488024,1405637,36,18.9,51454.02,0.8,2025-10-20,55,45,0.35,High,0,Insufficient Repayment Capacity,1.81,Rejected,0
LN724558,C01749,Home Renovation,599086,457626,48,10.93,11812.03,0.17,2024-06-24,20,80,0.14,Low,1,N/A,0.55,Active,0
LN998475,C01750,Medical,907490,722445,36,13.58,24544.34,0.22,2025-01-03,57,43,0.362,High,1,N/A,0.53,Active,0
LN615235,C01751,Home Renovation,635185,501280,48,9.56,12608.09,0.42,2024-11-29,65,35,0.41,High,0,Insufficient Repayment Capacity,1.4,Rejected,0
LN857424,C01752,Business,346835,278044,36,10.97,9098.85,0.1,2025-11-29,30,70,0.2,Medium,1,N/A,0.26,Closed,0
LN495592,C01753,Business,1030938,802010,36,15.82,28125.07,0.93,2026-01-04,43,57,0.278,Medium,0,Insufficient Repayment Capacity,2.2,Rejected,0
LN480097,C01754,Home Renovation,694470,685579,60,9.1,14264.79,0.3,2026-02-12,30,70,0.2,Medium,1,N/A,1.22,Defaulted,1
LN380882,C01755,Medical,127878,94088,36,13.81,3207.03,0.38,2025-08-26,85,15,0.53,High,0,High Risk,0.93,Rejected,0
LN949032,C01756,Medical,855610,803781,36,12.99,27078.69,0.85,2026-03-13,58,42,0.368,High,0,Insufficient Repayment Capacity,2.09,Rejected,0
LN508397,C01757,Medical,1715995,1205319,36,12.57,40362.77,0.45,2025-09-19,13,87,0.098,Low,1,N/A,1.13,Closed,0
LN382233,C01758,Business,2081570,1809535,60,11.36,39669.33,0.57,2025-03-04,58,42,0.368,High,0,Insufficient Repayment Capacity,2.18,Rejected,0
LN404955,C01759,Business,1490057,1408083,48,13.52,38139.76,0.37,2025-07-29,30,70,0.2,Medium,1,N/A,1.13,Active,0
LN130928,C01760,Business,1562195,1380838,60,10.91,29960.82,0.68,2024-09-12,59,41,0.374,High,0,Insufficient Repayment Capacity,2.63,Rejected,0
LN936968,C01761,Business,1768688,1651266,60,10.62,35590.39,0.46,2026-05-03,40,60,0.26,Medium,1,N/A,1.76,Defaulted,1
LN458634,C01762,Vehicle,3947417,3223376,24,9.18,147525.45,0.99,2025-04-25,50,50,0.32,High,0,Insufficient Repayment Capacity,1.81,Rejected,0
LN587368,C01763,Home Renovation,991394,919624,60,10.98,19985.68,0.15,2026-05-19,30,70,0.2,Medium,1,N/A,0.59,Closed,0
LN808760,C01764,Vehicle,1308476,1115438,48,9.32,27927.52,0.14,2026-04-10,5,95,0.05,Low,1,N/A,0.45,Active,0
LN880274,C01765,Vehicle,3339762,2894584,60,8.44,59303.15,0.43,2024-11-01,47,53,0.302,Medium,1,N/A,1.77,Defaulted,1
LN672609,C01766,Business,3385010,2826618,36,15.85,99166.3,0.81,2025-05-04,50,50,0.32,High,0,Insufficient Repayment Capacity,1.91,Rejected,0
LN950881,C01767,Vehicle,200000,187792,36,10.72,6123.2,1.79,2026-01-04,100,0,0.62,High,0,High Risk,4.56,Rejected,0
LN816675,C01768,Vehicle,4764248,4180561,48,10.95,107947.3,0.54,2025-06-03,30,70,0.2,Medium,1,N/A,1.74,Active,0
LN774918,C01769,Vehicle,2809928,2756417,48,8.95,68528.13,0.34,2025-05-18,30,70,0.2,Medium,1,N/A,1.13,Closed,0
LN642391,C01770,Vehicle,929734,901576,24,8.76,41089.06,0.63,2026-03-31,46,54,0.296,Medium,0,Insufficient Repayment Capacity,1.16,Rejected,0
LN729764,C01771,Home Renovation,1069536,986491,60,8.35,20168.13,0.66,2026-05-25,64,36,0.404,High,0,Insufficient Repayment Capacity,2.69,Rejected,0
LN154634,C01772,Home Renovation,943580,849818,48,11.28,22079.72,0.19,2025-04-05,25,75,0.17,Medium,1,N/A,0.6,Active,0
LN306159,C01773,Home Renovation,937959,703509,48,9.82,17782.05,0.11,2025-09-06,35,65,0.23,Medium,1,N/A,0.38,Active,0
LN450844,C01774,Vehicle,2033845,1811343,24,9.41,83091.9,0.6,2025-07-12,55,45,0.35,High,0,Insufficient Repayment Capacity,1.1,Rejected,0
LN395164,C01775,Home Renovation,1064086,772302,48,9.43,19376.84,0.33,2025-02-11,37,63,0.242,Medium,1,N/A,1.1,Defaulted,1
LN107228,C01776,Home Renovation,3030570,2527997,48,8.62,62454.16,0.46,2024-07-20,40,60,0.26,Medium,0,Insufficient Repayment Capacity,1.55,Rejected,0
LN998946,C01777,Medical,2005439,1405555,24,19.64,71289.9,1.16,2024-12-20,43,57,0.278,Medium,0,Insufficient Repayment Capacity,1.9,Rejected,0
LN267643,C01778,Personal,3107891,3080127,36,21.41,116693.4,0.87,2025-08-14,38,62,0.248,Medium,0,Insufficient Repayment Capacity,1.91,Rejected,0
LN627905,C01779,Personal,1240626,1196426,12,16.43,108796.36,1.65,2026-01-16,33,67,0.218,Medium,0,Insufficient Repayment Capacity,1.51,Rejected,0
LN295801,C01780,Business,5890852,4123924,36,13.14,139229.55,0.86,2025-10-03,68,32,0.428,High,0,Insufficient Repayment Capacity,2.13,Rejected,0
LN802258,C01781,Vehicle,2573688,2394583,24,9.02,109417.88,0.74,2024-06-06,50,50,0.32,High,0,Insufficient Repayment Capacity,1.35,Rejected,0
LN112109,C01782,Vehicle,5712963,5509238,48,9.91,139490.51,1.01,2024-10-20,65,35,0.41,High,0,Insufficient Repayment Capacity,3.34,Rejected,0
LN788785,C01783,Business,2113673,1795267,48,11.56,46889.35,0.32,2025-02-01,13,87,0.098,Low,1,N/A,1.01,Closed,0
